jurisdiction,metric,year,value,confidence,notes
chicago,affordable_housing_completions,2017,1550,estimated,"Bar height read from DOH Annual Report chart, p. 16. Rounded to nearest 10."
chicago,affordable_housing_completions,2018,1210,estimated,"Bar height read from DOH Annual Report chart, p. 16. Rounded to nearest 10."
chicago,affordable_housing_completions,2019,560,estimated,"Bar height read from DOH Annual Report chart, p. 16. Rounded to nearest 10."
chicago,affordable_housing_completions,2020,650,estimated,"Bar height read from DOH Annual Report chart, p. 16. Rounded to nearest 10."
chicago,affordable_housing_completions,2021,890,estimated,"Bar height read from DOH Annual Report chart, p. 16. Rounded to nearest 10."
chicago,affordable_housing_completions,2022,1950,estimated,"Bar height read from DOH Annual Report chart, p. 16. Rounded to nearest 10. 2023-2025 not covered by this report edition; a newer edition would be needed to extend coverage."
chicago,vacancy_rate,2015,5.7,high,"Rental vacancy rate = vacant-for-rent (35,741) / (vacant-for-rent + renter-occupied 591,742). ACS 1-Year Estimates, Table B25004/B25003, place-level for Chicago."
chicago,vacancy_rate,2016,5.4,high,"Vacant-for-rent 33,693 / renter-occupied 593,374. ACS 1-Year Estimates, Table B25004/B25003."
chicago,vacancy_rate,2017,7.1,high,"Vacant-for-rent 43,828 / renter-occupied 577,430. ACS 1-Year Estimates, Table B25004/B25003."
chicago,vacancy_rate,2018,6.5,high,"Vacant-for-rent 40,601 / renter-occupied 585,245. ACS 1-Year Estimates, Table B25004/B25003."
chicago,vacancy_rate,2019,4.6,high,"Vacant-for-rent 28,865 / renter-occupied 603,352. ACS 1-Year Estimates, Table B25004/B25003."
chicago,vacancy_rate,2021,6.8,high,"Vacant-for-rent 44,312 / renter-occupied 608,560. ACS 1-Year Estimates, Table B25004/B25003. No 2020 estimate published."
chicago,vacancy_rate,2022,4.2,high,"Vacant-for-rent 27,771 / renter-occupied 629,026. ACS 1-Year Estimates, Table B25004/B25003."
chicago,vacancy_rate,2023,3.5,high,"Vacant-for-rent 22,770 / renter-occupied 633,541. ACS 1-Year Estimates, Table B25004/B25003."
chicago,vacancy_rate,2024,3.7,high,"Vacant-for-rent 24,294 / renter-occupied 626,859. ACS 1-Year Estimates, Table B25004/B25003. 2025 1-Year estimate not yet released as of this import."
chicago,median_rent,2015,985,high,"Median gross rent among renter-occupied units. ACS 1-Year Estimates, Table B25064, place-level for Chicago."
chicago,median_rent,2016,1034,high,"ACS 1-Year Estimates, Table B25064."
chicago,median_rent,2017,1067,high,"ACS 1-Year Estimates, Table B25064."
chicago,median_rent,2018,1100,high,"ACS 1-Year Estimates, Table B25064."
chicago,median_rent,2019,1134,high,"ACS 1-Year Estimates, Table B25064."
chicago,median_rent,2021,1240,high,"ACS 1-Year Estimates, Table B25064. No 2020 estimate published."
chicago,median_rent,2022,1324,high,"ACS 1-Year Estimates, Table B25064."
chicago,median_rent,2023,1391,high,"ACS 1-Year Estimates, Table B25064."
chicago,median_rent,2024,1486,high,"ACS 1-Year Estimates, Table B25064. 2025 1-Year estimate not yet released as of this import."
chicago,planning_approval_days,2015,14,high,"Median processing_time (days) across all City of Chicago building permits issued in 2015, n=15401. Source: City of Chicago Data Portal, Building Permits dataset."
chicago,planning_approval_days,2016,14,high,"Median processing_time (days), n=14798. City of Chicago Data Portal, Building Permits dataset."
chicago,planning_approval_days,2017,13,high,"Median processing_time (days), n=15977. City of Chicago Data Portal, Building Permits dataset."
chicago,planning_approval_days,2018,15,high,"Median processing_time (days), n=14728. City of Chicago Data Portal, Building Permits dataset."
chicago,planning_approval_days,2019,13,high,"Median processing_time (days), n=15823. City of Chicago Data Portal, Building Permits dataset."
chicago,planning_approval_days,2020,12,high,"Median processing_time (days), n=15713. City of Chicago Data Portal, Building Permits dataset."
chicago,planning_approval_days,2021,14,high,"Median processing_time (days), n=15849. City of Chicago Data Portal, Building Permits dataset."
chicago,planning_approval_days,2022,13,high,"Median processing_time (days), n=15452. City of Chicago Data Portal, Building Permits dataset."
chicago,planning_approval_days,2023,15,high,"Median processing_time (days), n=16306. City of Chicago Data Portal, Building Permits dataset."
chicago,planning_approval_days,2024,14,high,"Median processing_time (days), n=23379. City of Chicago Data Portal, Building Permits dataset."
chicago,planning_approval_days,2025,12,high,"Median processing_time (days), n=24071. City of Chicago Data Portal, Building Permits dataset."
